j,t,Girls,Boys,Women,Men
308024850096,2010,1,0,1,1
308024850116,2010,0,0,1,1
308024850126,2010,2,0,2,1
308024850136,2010,0,0,0,1
308024850146,2010,1,4,2,1
308024850166,2010,2,0,1,1
308024850175,2010,2,1,1,2
308024850185,2010,0,0,0,1
308025790019,2010,1,3,1,1
308025790035,2010,1,0,1,1
308025790051,2010,2,0,1,1
308025790067,2010,0,1,0,2
308025790098,2010,1,1,1,1
308025790114,2010,0,0,1,0
308025790130,2010,2,1,1,1
308025790146,2010,1,2,1,1
308025790178,2010,2,2,1,1
308025790194,2010,3,2,1,0
308025790210,2010,2,2,1,1
308025790226,2010,5,0,1,1
308025790257,2010,0,3,1,1
308025790273,2010,1,3,1,1
308025790289,2010,1,2,1,0
308025790321,2010,3,4,1,1
308031150019,2010,0,0,1,0
308031150028,2010,0,3,1,1
308031150038,2010,2,0,2,1
308031150048,2010,1,1,1,1
308031150067,2010,0,1,1,1
308031150077,2010,1,1,2,1
308031150087,2010,0,0,1,0
308031150097,2010,0,0,0,1
308031150116,2010,1,0,1,1
308031150126,2010,2,1,1,1
308031150136,2010,1,3,2,1
308031150146,2010,2,0,2,1
308031150165,2010,1,3,1,1
308031150175,2010,3,2,1,0
308031150185,2010,2,2,1,1
308031150204,2010,2,1,1,1
308032330009,2010,1,0,1,1
308032330011,2010,1,1,1,1
308032330012,2010,0,3,1,1
308032330040,2010,1,3,2,1
308032330043,2010,2,0,1,1
308032330083,2010,2,1,2,1
308032330092,2010,2,3,1,1
308032330112,2010,0,0,1,0
308032330113,2010,2,1,2,1
308032330126,2010,1,3,2,0
308032330152,2010,0,0,2,0
308032330161,2010,4,0,1,1
308032330171,2010,0,0,1,3
308032330178,2010,0,0,1,1
308032330199,2010,1,3,1,1
308032330202,2010,0,2,2,0
308033210030,2010,2,2,1,0
308033210050,2010,1,4,1,0
308033210070,2010,3,0,2,1
308033210091,2010,0,0,1,1
308033210132,2010,0,0,2,0
308033210152,2010,2,0,1,1
308033210173,2010,1,1,1,0
308033210193,2010,3,1,1,1
308033210234,2010,0,0,2,1
308033210254,2010,0,2,1,2
308033210275,2010,1,1,2,1
308033210295,2010,0,1,1,0
308033210336,2010,1,3,1,1
308033210356,2010,1,0,1,3
308033210377,2010,2,3,1,0
308033210418,2010,1,2,1,1
308034800017,2010,1,1,1,1
308034800026,2010,4,3,3,1
308034800035,2010,0,4,1,3
308034800044,2010,1,0,2,0
308034800061,2010,1,2,1,1
308034800070,2010,1,3,2,3
308034800079,2010,0,1,2,1
308034800088,2010,2,1,1,1
308034800106,2010,0,1,1,1
308034800114,2010,0,4,1,1
308034800123,2010,0,0,1,0
308034800132,2010,4,3,2,2
308034800150,2010,2,2,1,1
308034800159,2010,2,1,2,2
308034800168,2010,3,1,2,0
308034800183,2010,0,3,1,1
308044160002,2010,1,0,2,1
308044160015,2010,1,1,1,1
308044160041,2010,1,3,1,1
308044160071,2010,6,1,2,1
308044160089,2010,0,0,1,1
308044160091,2010,2,1,1,1
308044160099,2010,0,1,1,3
308044160104,2010,0,0,1,0
308044160125,2010,1,1,1,0
308044160126,2010,2,2,1,1
308044160131,2010,0,1,1,0
308044160137,2010,0,2,1,1
308044160145,2010,1,1,2,0
308044160155,2010,1,1,1,0
308044160168,2010,0,1,2,0
308044160196,2010,0,0,1,3
308044260011,2010,3,1,1,0
308044260014,2010,1,1,2,2
308044260022,2010,0,1,0,2
308044260029,2010,2,0,1,0
308044260043,2010,0,0,1,0
308044260051,2010,0,0,1,0
308044260058,2010,1,3,1,0
308044260065,2010,1,0,1,1
308044260080,2010,0,0,1,0
308044260087,2010,2,1,1,1
308044260094,2010,1,1,1,1
308044260101,2010,3,1,1,1
308044260116,2010,0,0,2,1
308044260123,2010,0,0,1,0
308044260130,2010,0,0,1,0
308044260145,2010,1,3,1,1
308052590001,2010,1,1,1,1
308052590015,2010,1,0,1,1
308052590042,2010,1,1,1,0
308052590055,2010,2,0,1,1
308052590069,2010,0,2,1,0
308052590095,2010,1,1,1,1
308052590109,2010,1,3,1,0
308052590122,2010,0,1,1,1
308052590149,2010,1,3,2,1
308052590163,2010,1,1,2,1
308052590176,2010,0,2,1,1
308052590203,2010,2,0,0,1
308052590216,2010,0,2,1,0
308052590230,2010,2,0,1,1
308052590257,2010,1,4,1,3
308052590270,2010,1,0,1,0
308053750015,2010,0,0,2,0
308053750023,2010,2,0,1,1
308053750031,2010,1,4,1,1
308053750039,2010,2,0,1,2
308053750054,2010,0,1,1,1
308053750062,2010,2,2,1,0
308053750070,2010,4,1,1,1
308053750077,2010,2,1,1,1
308053750093,2010,0,1,1,1
308053750101,2010,2,3,2,1
308053750108,2010,1,3,1,1
308053750116,2010,2,0,2,1
308053750132,2010,1,1,1,1
308053750140,2010,0,0,1,1
308053750147,2010,0,0,1,0
308053750163,2010,1,0,1,0
308054630036,2010,3,1,1,0
308054630054,2010,0,0,1,1
308054630072,2010,1,4,1,1
308054630090,2010,1,0,1,0
308054630125,2010,0,0,1,0
308054630143,2010,0,0,1,1
308054630161,2010,0,0,2,0
308054630179,2010,0,2,1,2
308054630215,2010,0,0,1,0
308054630233,2010,1,2,1,1
308054630251,2010,1,1,1,0
308054630269,2010,2,3,1,2
308054630305,2010,4,1,1,1
308054630323,2010,2,2,1,1
308054630341,2010,1,0,1,1
308054630377,2010,1,2,1,1
308055510017,2010,0,0,1,1
308055510025,2010,1,0,2,2
308055510083,2010,0,1,1,1
308055510086,2010,1,0,0,1
308055510089,2010,2,0,1,3
308055510103,2010,1,1,1,1
308055510107,2010,1,1,1,2
308055510125,2010,2,3,1,1
308055510144,2010,0,1,1,0
308055510175,2010,0,2,1,1
308055510197,2010,2,1,1,1
308055510198,2010,1,1,1,2
308055510200,2010,1,2,1,1
308055510210,2010,1,2,1,1
308055510212,2010,3,2,1,1
308055510238,2010,1,1,1,0
308061450019,2010,3,1,1,1
308061450030,2010,0,0,1,1
308061450040,2010,1,1,1,0
308061450050,2010,0,1,1,1
308061450071,2010,1,0,1,1
308061450081,2010,3,4,1,2
308061450092,2010,1,0,1,1
308061450102,2010,1,1,1,1
308061450123,2010,3,1,1,1
308061450133,2010,3,3,2,1
308061450144,2010,0,0,1,2
308061450154,2010,0,1,1,1
308061450175,2010,0,2,1,0
308061450185,2010,1,1,1,0
308061450196,2010,3,2,1,1
308061450216,2010,0,0,1,0
308064830001,2010,0,0,1,1
308064830005,2010,0,0,1,1
308064830010,2010,1,1,1,1
308064830015,2010,1,1,3,2
308064830019,2010,1,0,1,0
308064830029,2010,0,0,1,1
308064830034,2010,0,0,0,1
308064830039,2010,0,0,0,1
308064830044,2010,0,0,0,1
308064830053,2010,0,0,1,1
308064830058,2010,0,1,1,1
308064830063,2010,0,0,3,1
308064830078,2010,1,4,1,1
308064830083,2010,1,1,2,1
308064830087,2010,4,2,2,4
308064830097,2010,1,1,1,1
308066110002,2010,2,1,1,1
308066110022,2010,0,0,1,1
308066110040,2010,2,0,2,1
308066110090,2010,0,0,1,0
308066110092,2010,1,1,1,0
308066110111,2010,3,0,1,1
308066110140,2010,4,2,1,1
308066110144,2010,1,2,1,0
308066110196,2010,1,0,1,1
308066110198,2010,2,1,1,2
308066110203,2010,0,1,1,0
308066110217,2010,2,0,1,1
308066110221,2010,0,0,1,1
308066110222,2010,0,2,1,1
308066110228,2010,0,0,1,0
308066110284,2010,2,1,2,0
308066300032,2010,1,1,1,1
308066300049,2010,1,1,1,1
308066300066,2010,1,0,1,1
308066300083,2010,1,1,1,1
308066300116,2010,1,1,1,1
308066300133,2010,1,0,1,0
308066300150,2010,5,0,1,1
308066300167,2010,0,0,1,1
308066300201,2010,0,2,1,1
308066300218,2010,0,0,1,1
308066300235,2010,0,0,1,1
308066300252,2010,3,0,1,1
308066300286,2010,1,2,1,1
308066300303,2010,2,0,1,0
308066300320,2010,0,0,1,0
308066300354,2010,1,3,1,0
309010290020,2010,1,1,1,0
309010290025,2010,0,3,1,1
309010290038,2010,1,3,1,0
309010290050,2010,0,1,1,0
309010290075,2010,1,2,1,0
309010290088,2010,1,0,1,2
309010290101,2010,1,0,1,2
309010290113,2010,2,2,2,1
309010290138,2010,0,2,1,0
309010290151,2010,0,3,1,1
309010290163,2010,1,0,1,1
309010290176,2010,1,0,1,1
309010290201,2010,4,1,1,1
309010290214,2010,1,1,1,1
309010290226,2010,1,1,1,1
309010290251,2010,2,1,1,1
309010540007,2010,1,3,2,0
309010540010,2010,2,2,2,0
309010540020,2010,0,0,1,2
309010540031,2010,2,1,3,1
309010540053,2010,3,2,1,1
309010540063,2010,1,0,2,1
309010540074,2010,1,2,1,1
309010540096,2010,0,1,1,3
309010540106,2010,1,0,1,1
309010540117,2010,1,0,1,1
309010540139,2010,3,3,1,1
309010540149,2010,0,2,1,1
309010540160,2010,2,1,1,1
309010540182,2010,0,1,1,2
309010540193,2010,1,2,1,3
309010540225,2010,4,2,2,1
309011930015,2010,2,1,1,1
309011930027,2010,0,3,1,1
309011930039,2010,2,0,1,1
309011930051,2010,3,2,1,2
309011930076,2010,4,2,1,1
309011930088,2010,2,2,1,1
309011930100,2010,0,1,1,1
309011930112,2010,1,4,1,1
309011930137,2010,1,0,1,0
309011930149,2010,0,1,1,1
309011930161,2010,1,0,1,1
309011930173,2010,0,0,1,2
309011930198,2010,0,1,1,1
309011930210,2010,1,0,1,1
309011930222,2010,1,4,0,4
309011930246,2010,0,0,1,2
309012530010,2010,2,3,1,1
309012530018,2010,0,1,1,0
309012530026,2010,0,3,1,1
309012530035,2010,0,2,1,2
309012530051,2010,1,1,1,0
309012530059,2010,3,1,1,1
309012530067,2010,3,0,1,2
309012530075,2010,1,1,1,1
309012530100,2010,1,1,1,3
309012530108,2010,0,0,1,1
309012530116,2010,1,1,1,0
309012530132,2010,2,2,1,1
309012530140,2010,0,5,1,1
309012530149,2010,2,1,2,1
309012530165,2010,4,2,1,1
309012530192,2010,1,0,2,0
309012750011,2010,0,2,1,2
309012750032,2010,0,0,0,1
309012750119,2010,2,1,1,1
309012750135,2010,1,2,1,1
309012750163,2010,0,2,1,1
309012750175,2010,0,0,0,1
309012750271,2010,3,1,3,0
309012750277,2010,0,0,1,2
309012750290,2010,3,2,1,2
309012750329,2010,0,2,0,1
309012750330,2010,1,0,1,1
309012750361,2010,2,2,1,1
309012750372,2010,0,1,1,1
309012750386,2010,1,1,1,1
309012750431,2010,2,0,1,0
309012750452,2010,3,2,1,0
309013200019,2010,1,2,1,1
309013200034,2010,0,1,1,1
309013200048,2010,3,0,1,1
309013200063,2010,0,0,0,1
309013200092,2010,2,0,1,0
309013200107,2010,0,2,1,1
309013200122,2010,0,0,0,1
309013200136,2010,2,1,1,0
309013200166,2010,1,2,3,2
309013200180,2010,1,1,1,2
309013200195,2010,2,0,1,0
309013200210,2010,0,2,1,0
309013200239,2010,1,1,1,1
309013200254,2010,0,0,0,1
309013200268,2010,0,0,1,1
309013200298,2010,1,2,1,1
309013800005,2010,1,0,2,1
309013800016,2010,1,0,1,1
309013800020,2010,0,0,1,0
309013800072,2010,0,0,0,1
309013800094,2010,0,2,1,1
309013800097,2010,4,1,1,1
309013800100,2010,2,3,1,1
309013800118,2010,3,0,1,0
309013800161,2010,0,1,1,1
309013800166,2010,3,2,1,1
309013800192,2010,2,3,1,1
309013800197,2010,1,0,1,0
309013800213,2010,2,2,1,1
309013800234,2010,1,1,1,1
309013800235,2010,4,1,1,1
309013800240,2010,3,0,2,1
309014090004,2010,2,0,1,2
309014090017,2010,2,2,1,0
309014090031,2010,0,1,1,1
309014090045,2010,2,0,1,1
309014090058,2010,0,1,1,0
309014090086,2010,1,0,1,1
309014090099,2010,1,2,1,0
309014090113,2010,0,0,1,1
309014090127,2010,0,0,1,0
309014090154,2010,0,1,1,0
309014090168,2010,3,0,1,0
309014090195,2010,4,1,1,2
309014090222,2010,0,0,2,0
309014090236,2010,0,2,1,1
309014090250,2010,0,1,1,1
309014090277,2010,0,0,1,1
309014750002,2010,1,0,1,0
309014750011,2010,0,4,1,0
309014750030,2010,1,3,2,1
309014750031,2010,1,0,1,0
309014750039,2010,2,0,2,1
309014750053,2010,0,3,1,1
309014750054,2010,4,0,3,2
309014750056,2010,2,2,1,1
309014750070,2010,1,0,1,2
309014750073,2010,0,1,1,1
309014750083,2010,1,1,1,1
309014750093,2010,2,3,1,1
309014750102,2010,2,3,1,1
309014750111,2010,3,0,1,0
309014750114,2010,0,2,1,0
309014750122,2010,0,1,2,1
309015500014,2010,0,0,1,1
309015500038,2010,2,0,1,1
309015500046,2010,3,2,1,1
309015500048,2010,1,0,1,1
309015500068,2010,0,1,1,1
309015500069,2010,1,0,1,1
309015500078,2010,1,2,1,1
309015500081,2010,0,1,1,1
309015500084,2010,2,1,1,1
309015500095,2010,1,0,1,0
309015500096,2010,0,1,1,1
309015500122,2010,1,0,1,1
309015500123,2010,0,4,1,1
309015500127,2010,0,0,0,2
309015500129,2010,0,0,1,1
309015500137,2010,4,2,1,1
309015690024,2010,2,2,1,1
309015690036,2010,1,1,1,1
309015690048,2010,1,1,1,1
309015690060,2010,0,2,1,0
309015690084,2010,2,3,1,1
309015690096,2010,2,0,2,2
309015690108,2010,1,0,1,0
309015690120,2010,1,1,1,0
309015690144,2010,1,0,2,3
309015690156,2010,1,2,1,1
309015690168,2010,0,0,4,2
309015690180,2010,2,0,2,0
309015690204,2010,1,0,0,1
309015690216,2010,1,1,1,0
309015690228,2010,0,0,1,0
309015690252,2010,0,1,1,2
309016030007,2010,1,4,1,0
309016030017,2010,3,1,1,0
309016030028,2010,1,0,1,1
309016030039,2010,1,2,1,1
309016030049,2010,0,0,1,0
309016030060,2010,3,2,1,1
309016030071,2010,2,0,1,1
309016030092,2010,1,1,1,3
309016030103,2010,0,0,0,1
309016030124,2010,1,4,2,1
309016030135,2010,1,1,1,2
309016030145,2010,2,2,1,0
309016030156,2010,1,3,1,0
309016030177,2010,1,4,1,1
309016030199,2010,3,1,1,1
309016030200,2010,2,1,1,1
309017150031,2010,3,0,1,1
309017150033,2010,0,0,0,1
309017150050,2010,2,1,1,0
309017150067,2010,2,1,1,1
309017150100,2010,1,0,1,0
309017150117,2010,0,1,1,0
309017150134,2010,0,2,1,1
309017150150,2010,2,0,1,1
309017150184,2010,4,2,1,1
309017150201,2010,2,2,1,0
309017150217,2010,0,0,1,1
309017150234,2010,0,0,1,1
309017150267,2010,1,1,1,1
309017150284,2010,0,0,1,1
309017150301,2010,1,1,1,0
309017150334,2010,0,1,1,0
309017200013,2010,0,1,1,1
309017200021,2010,1,1,1,0
309017200029,2010,0,0,1,1
309017200037,2010,1,4,1,1
309017200052,2010,0,0,1,2
309017200060,2010,0,2,1,0
309017200068,2010,1,3,1,1
309017200076,2010,0,1,1,1
309017200092,2010,1,2,1,1
309017200100,2010,2,1,1,1
309017200108,2010,0,1,1,1
309017200116,2010,1,2,1,0
309017200131,2010,0,2,1,3
309017200139,2010,0,1,2,0
309017200147,2010,2,1,1,0
309017200163,2010,2,0,1,0
309017320004,2010,0,1,1,2
309017320011,2010,1,1,1,1
309017320017,2010,1,1,2,0
309017320024,2010,1,0,1,1
309017320031,2010,0,2,1,1
309017320044,2010,1,1,3,0
309017320051,2010,1,0,1,1
309017320058,2010,1,1,2,1
309017320078,2010,1,1,1,0
309017320084,2010,0,1,1,1
309017320091,2010,2,0,1,1
309017320098,2010,1,1,1,0
309017320111,2010,1,2,1,0
309017320118,2010,2,1,1,0
309017320125,2010,0,0,1,0
309017320138,2010,0,1,1,2
309017560002,2010,1,1,1,1
309017560007,2010,0,0,1,1
309017560010,2010,0,0,1,1
309017560013,2010,2,1,1,1
309017560018,2010,2,1,3,1
309017560021,2010,2,2,1,0
309017560023,2010,0,3,1,1
309017560026,2010,3,1,1,1
309017560031,2010,3,0,1,2
309017560034,2010,2,1,1,0
309017560037,2010,1,1,1,1
309017560039,2010,3,3,1,1
309017560045,2010,1,1,1,0
309017560047,2010,1,0,1,1
309017560050,2010,1,0,1,1
309017560055,2010,1,1,1,2
309022360019,2010,3,0,1,1
309022360033,2010,0,0,1,1
309022360036,2010,1,1,1,1
309022360038,2010,1,3,1,1
309022360057,2010,0,1,1,0
309022360066,2010,0,0,2,0
309022360146,2010,1,1,1,1
309022360151,2010,1,2,2,1
309022360167,2010,1,1,1,2
309022360202,2010,1,2,1,0
309022360213,2010,0,2,1,1
309022360214,2010,0,0,1,0
309022360216,2010,1,1,1,1
309022360258,2010,1,3,1,1
309022360276,2010,0,2,1,2
309022360277,2010,2,1,1,1
309022990014,2010,0,0,0,1
309022990024,2010,0,1,1,1
309022990034,2010,1,2,1,2
309022990044,2010,1,0,1,1
309022990065,2010,1,1,1,1
309022990075,2010,3,1,1,1
309022990086,2010,3,0,1,1
309022990096,2010,2,2,2,0
309022990116,2010,0,3,1,1
309022990127,2010,1,2,2,1
309022990137,2010,2,1,1,1
309022990147,2010,4,3,1,1
309022990168,2010,1,1,1,1
309022990178,2010,1,1,1,1
309022990188,2010,2,0,1,1
309022990209,2010,2,1,3,2
309023460016,2010,1,1,1,1
309023460031,2010,1,2,1,0
309023460046,2010,1,2,1,0
309023460061,2010,1,2,1,1
309023460091,2010,2,1,1,1
309023460106,2010,0,4,2,2
309023460121,2010,0,0,1,1
309023460136,2010,0,3,1,1
309023460166,2010,1,0,2,3
309023460181,2010,1,2,1,2
309023460196,2010,2,1,1,0
309023460212,2010,1,2,1,0
309023460242,2010,1,1,1,1
309023460257,2010,0,0,2,2
309023460272,2010,2,0,0,1
309023460302,2010,2,0,1,0
309024250008,2010,1,1,1,0
309024250016,2010,3,2,1,1
309024250024,2010,0,0,1,1
309024250032,2010,0,0,0,1
309024250048,2010,2,2,1,1
309024250056,2010,2,0,1,1
309024250064,2010,0,0,1,1
309024250072,2010,1,0,1,0
309024250088,2010,1,1,1,1
309024250096,2010,2,2,1,1
309024250104,2010,0,0,0,1
309024250112,2010,1,2,1,2
309024250128,2010,1,1,1,0
309024250136,2010,0,0,1,1
309024250144,2010,0,0,1,1
309024250160,2010,3,1,1,2
309026060005,2010,1,1,1,0
309026060016,2010,4,0,1,2
309026060017,2010,4,0,1,0
309026060024,2010,1,1,1,0
309026060037,2010,3,1,1,1
309026060049,2010,0,0,1,0
309026060073,2010,1,0,1,3
309026060085,2010,0,0,1,0
309026060110,2010,3,0,2,1
309026060134,2010,1,0,1,1
309026060146,2010,3,2,1,1
309026060158,2010,1,3,1,1
309026060195,2010,1,2,1,1
309026060207,2010,0,3,1,1
309026060219,2010,0,4,1,1
309026060244,2010,0,1,1,1
309031140004,2010,3,3,1,1
309031140009,2010,3,0,1,1
309031140014,2010,1,3,1,1
309031140019,2010,2,2,1,1
309031140021,2010,0,0,1,2
309031140067,2010,0,2,1,2
309031140102,2010,2,1,2,1
309031140103,2010,0,1,1,1
309031140104,2010,3,2,1,3
309031140113,2010,3,2,1,1
309031140118,2010,3,2,1,0
309031140122,2010,2,1,1,1
309031140133,2010,1,2,1,1
309031140148,2010,2,5,2,3
309031140160,2010,1,1,1,2
309031140167,2010,2,1,1,1
309035280021,2010,1,4,1,1
309035280027,2010,1,0,1,1
309035280041,2010,2,3,1,0
309035280054,2010,3,3,2,1
309035280082,2010,2,1,1,1
309035280095,2010,3,2,1,1
309035280109,2010,1,1,1,0
309035280123,2010,1,1,1,1
309035280150,2010,1,4,1,1
309035280163,2010,0,1,1,1
309035280177,2010,1,2,1,1
309035280191,2010,0,3,1,0
309035280218,2010,0,2,1,1
309035280232,2010,0,2,1,0
309035280245,2010,4,1,1,1
309035280272,2010,2,3,1,1
309206090032,2010,0,0,2,0
309206090050,2010,2,2,2,4
309206090068,2010,0,1,1,3
309206090086,2010,3,1,1,2
309206090121,2010,3,0,1,1
309206090139,2010,1,1,1,1
309206090156,2010,0,0,2,1
309206090174,2010,1,2,1,1
309206090210,2010,1,1,1,0
309206090227,2010,0,0,1,0
309206090245,2010,1,1,1,0
309206090265,2010,2,1,1,1
309206090298,2010,1,2,1,1
309206090316,2010,1,0,0,0
309206090334,2010,1,1,1,1
309206090369,2010,3,4,1,1
310010340007,2010,1,0,1,0
310010340030,2010,1,1,2,1
310010340035,2010,0,3,1,1
310010340046,2010,2,3,2,1
310010340055,2010,1,1,1,1
310010340066,2010,1,0,1,1
310010340074,2010,0,0,1,0
310010340077,2010,0,0,1,0
310010340113,2010,2,3,1,1
310010340116,2010,1,3,1,0
310010340120,2010,2,2,1,1
310010340124,2010,2,1,1,1
310010340128,2010,0,0,1,1
310010340137,2010,1,2,1,1
310010340138,2010,0,0,0,1
310010340140,2010,0,4,1,1
310010920013,2010,2,2,1,1
310010920026,2010,0,1,2,1
310010920040,2010,1,0,1,1
310010920053,2010,0,0,1,2
310010920079,2010,0,1,1,1
310010920092,2010,1,1,4,2
310010920106,2010,0,0,1,6
310010920119,2010,1,2,1,1
310010920145,2010,2,1,1,1
310010920158,2010,0,0,1,0
310010920171,2010,0,0,1,1
310010920185,2010,0,0,1,0
310010920211,2010,0,5,1,1
310010920224,2010,0,3,1,1
310010920237,2010,0,0,1,0
310010920264,2010,0,1,1,1
310011230030,2010,1,0,2,1
310011230045,2010,3,2,1,2
310011230061,2010,4,1,1,1
310011230076,2010,3,0,1,1
310011230107,2010,0,2,1,1
310011230123,2010,2,1,1,1
310011230138,2010,0,0,1,1
310011230154,2010,1,0,1,1
310011230185,2010,1,0,1,1
310011230200,2010,1,1,1,0
310011230216,2010,1,0,1,1
310011230231,2010,1,1,1,1
310011230262,2010,2,2,1,1
310011230278,2010,1,0,1,1
310011230293,2010,0,0,0,1
310011230324,2010,2,1,1,0
310012280013,2010,2,0,1,3
310012280021,2010,0,2,2,1
310012280028,2010,1,1,1,1
310012280035,2010,1,1,1,1
310012280049,2010,2,1,1,1
310012280057,2010,1,1,1,1
310012280064,2010,0,0,1,0
310012280071,2010,3,0,1,1
310012280085,2010,2,2,1,1
310012280093,2010,2,1,1,3
310012280100,2010,1,0,1,1
310012280107,2010,0,2,1,1
310012280128,2010,0,0,1,0
310012280129,2010,2,1,1,1
310012280136,2010,0,2,1,1
310012280150,2010,0,0,1,1
310012420023,2010,1,0,1,1
310012420036,2010,1,1,1,3
310012420049,2010,3,2,3,0
310012420062,2010,0,0,1,0
310012420088,2010,0,0,0,1
310012420101,2010,2,3,1,0
310012420114,2010,1,1,1,1
310012420127,2010,0,0,1,0
310012420153,2010,2,1,2,1
310012420166,2010,2,3,2,3
310012420179,2010,2,1,1,1
310012420192,2010,2,2,1,1
310012420218,2010,1,0,1,1
310012420232,2010,0,1,1,1
310012420245,2010,0,0,1,1
310012420271,2010,0,0,0,1
310013330001,2010,1,1,1,1
310013330010,2010,1,3,1,1
310013330012,2010,2,2,1,1
310013330022,2010,0,1,1,1
310013330024,2010,0,2,1,1
310013330071,2010,1,2,1,1
310013330132,2010,0,2,1,1
310013330144,2010,0,1,1,1
310013330150,2010,2,0,1,1
310013330155,2010,0,0,2,1
310013330178,2010,1,1,1,1
310013330208,2010,1,0,0,1
310013330215,2010,0,0,1,1
310013330233,2010,2,0,1,1
310013330243,2010,2,2,1,1
310013330244,2010,1,1,1,1
310016470027,2010,1,1,1,1
310016470042,2010,2,0,1,1
310016470057,2010,1,1,1,1
310016470072,2010,4,1,2,1
310016470103,2010,2,2,1,1
310016470118,2010,2,3,1,1
310016470133,2010,2,3,1,1
310016470148,2010,3,2,1,1
310016470179,2010,1,1,1,1
310016470194,2010,0,0,0,1
310016470209,2010,4,0,1,1
310016470225,2010,2,1,1,1
310016470255,2010,2,1,1,3
310016470270,2010,1,0,1,1
310016470285,2010,1,1,1,1
310016470316,2010,2,3,1,2
310017490008,2010,0,4,3,3
310017490018,2010,1,2,1,1
310017490028,2010,4,3,1,1
310017490049,2010,1,3,1,0
310017490059,2010,0,1,1,1
310017490069,2010,3,0,1,1
310017490090,2010,2,0,1,1
310017490100,2010,1,3,1,2
310017490110,2010,2,1,2,1
310017490130,2010,1,0,1,1
310017490140,2010,1,0,1,3
310017490151,2010,4,0,2,1
310017490171,2010,1,1,1,1
310017490181,2010,1,3,2,1
310017490191,2010,2,0,1,0
310017490212,2010,1,0,1,2
310021690014,2010,2,3,2,3
310021690062,2010,2,0,1,1
310021690087,2010,2,1,1,1
310021690116,2010,1,1,1,1
310021690118,2010,2,2,2,0
310021690125,2010,1,5,1,1
310021690150,2010,0,0,0,2
310021690162,2010,0,0,1,1
310021690165,2010,1,2,2,1
310021690191,2010,0,2,1,1
310021690226,2010,0,1,1,1
310021690231,2010,2,1,1,0
310021690240,2010,0,0,0,4
310021690242,2010,0,2,2,0
310021690260,2010,0,0,0,1
310021690273,2010,0,0,0,1
310022450007,2010,2,0,1,1
310022450015,2010,3,0,1,1
310022450022,2010,0,0,0,1
310022450029,2010,2,0,1,1
310022450036,2010,0,0,1,1
310022450043,2010,3,0,1,2
310022450050,2010,0,2,1,1
310022450058,2010,4,1,1,1
310022450065,2010,2,0,1,1
310022450079,2010,0,0,0,1
310022450086,2010,4,1,1,1
310022450094,2010,1,3,1,1
310022450101,2010,0,0,0,2
310022450115,2010,3,2,1,1
310022450122,2010,2,2,1,1
310022450130,2010,1,0,3,2
310026770019,2010,1,0,1,1
310026770045,2010,4,3,1,1
310026770071,2010,4,2,1,1
310026770091,2010,2,1,2,1
310026770175,2010,1,2,1,0
310026770201,2010,0,0,0,3
310026770227,2010,0,0,0,2
310026770254,2010,0,1,1,1
310026770306,2010,0,0,0,2
310026770332,2010,2,1,1,1
310026770358,2010,0,0,0,2
310026770384,2010,4,0,3,1
310026770436,2010,0,0,0,4
310026770462,2010,2,1,1,1
310026770488,2010,2,1,1,1
310026770541,2010,0,0,1,1
310031000026,2010,3,2,1,1
310031000042,2010,0,2,1,1
310031000058,2010,2,1,1,1
310031000074,2010,1,0,1,1
310031000106,2010,1,3,1,1
310031000122,2010,0,1,1,1
310031000138,2010,0,0,0,1
310031000154,2010,2,0,1,0
310031000186,2010,0,2,2,1
310031000202,2010,0,1,1,1
310031000218,2010,0,0,1,0
310031000234,2010,2,2,1,0
310031000266,2010,1,1,1,1
310031000282,2010,2,1,1,1
310031000298,2010,0,2,1,1
310031000330,2010,2,1,1,1
310032260009,2010,0,0,1,3
310032260016,2010,0,0,1,1
310032260024,2010,4,0,3,2
310032260032,2010,0,0,1,0
310032260049,2010,2,0,1,1
310032260057,2010,1,1,1,1
310032260065,2010,2,1,1,1
310032260073,2010,1,1,1,1
310032260089,2010,2,2,1,1
310032260097,2010,0,0,1,2
310032260105,2010,1,2,1,0
310032260113,2010,1,0,1,1
310032260130,2010,0,0,1,1
310032260138,2010,4,0,1,1
310032260146,2010,1,1,1,1
310032260162,2010,2,2,1,1
310034820033,2010,0,0,1,1
310034820050,2010,1,3,1,1
310034820067,2010,0,0,2,1
310034820084,2010,4,1,1,1
310034820118,2010,1,3,1,1
310034820135,2010,0,0,1,1
310034820153,2010,1,3,1,1
310034820170,2010,0,1,1,1
310034820204,2010,0,2,1,1
310034820221,2010,1,1,1,1
310034820238,2010,3,2,1,1
310034820255,2010,2,2,1,1
310034820289,2010,0,0,0,1
310034820306,2010,1,1,1,1
310034820324,2010,1,0,1,1
310034820358,2010,3,3,1,1
310037590006,2010,4,0,2,1
310037590007,2010,0,0,1,1
310037590008,2010,0,0,1,1
310037590018,2010,0,2,1,1
310037590026,2010,0,1,1,1
310037590036,2010,0,2,1,1
310037590040,2010,1,2,1,1
310037590044,2010,2,3,1,1
310037590057,2010,1,3,1,1
310037590074,2010,3,2,1,1
310037590075,2010,0,1,1,1
310037590099,2010,3,1,1,1
310037590103,2010,0,0,2,2
310037590121,2010,0,1,1,2
310037590129,2010,3,7,3,3
310037590132,2010,2,2,2,0
310040980039,2010,3,1,1,1
